alert_id,source_file,rule_name,event_time,description,priority,container_id,pod_name,image_name,user_name,user_loginuid,command,k8s_namespace,tags,label,raw_line
732,Attacks-Pod-jdbjh.txt,Clear Log Activities,11:13:34.866045508,Detect clearing of critical log files,WARNING,9a4049749e75,sensitive-mount-deployment-7fd6f8467-xdb8k,busybox:latest,root,0,container:9a4049749e75 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-xdb8k container=9a4049749e75 image=busybox:latest mounts=/etc:/host/etc::true:rprivate,default,"[""file"", ""mitre_defense_evasion""]",attack,"rule= Clear Log Activities, desc= 11:13:34.866045508: Detect clearing of critical log files, parameter=user=root user_loginuid=0 command=container:9a4049749e75 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-xdb8k container=9a4049749e75 image=busybox:latest mounts=/etc:/host/etc::true:rprivate,/var/lib/kubelet/pods/743c3528-583d-4d79-9f7c-333624665dc0/volumes/kubernetes.io~secret/default-token-9bhkw:/var/run/secrets/kubernetes.io/serviceaccount:ro:false:rprivate,/var/lib/kubelet/pods/743c3528-583d-4d79-9f7c-333624665dc0/etc-hosts:/etc/hosts::true:rprivate,/var/lib/kubelet/pods/743c3528-583d-4d79-9f7c-333624665dc0/containers/busybox/3b9f8c0d:/dev/termination-log::true:rprivate, priority=WARNING, container=9a4049749e75, pod=sensitive-mount-deployment-7fd6f8467-xdb8k, tag=[""file"", ""mitre_defense_evasion""], attack"
733,Attacks-Pod-jdbjh.txt,Network Connection outside Local Subnet,22:20:38.369436677,Detect traffic to image outside local subnet.,WARNING,92fac87be82b,privileged-deployment-574878fc9d-gftml,busybox:latest,root,-1,sh -c while true; do echo sleeping; sleep 3600; done k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-gftml container=92fac87be82b image=busybox:latest,default,"[""network""]",attack,"rule= Network Connection outside Local Subnet, desc= 22:20:38.369436677: Detect traffic to image outside local subnet., parameter=user=root user_loginuid=-1 command=sh -c while true; do echo sleeping; sleep 3600; done k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-gftml container=92fac87be82b image=busybox:latest, priority=WARNING, container=92fac87be82b, pod=privileged-deployment-574878fc9d-gftml, tag=[""network""], attack"
734,Attacks-Pod-jdbjh.txt,Create files below dev,00:58:44.101025680,creating any files below /dev other than known programs that manage devices. Some rootkits hide files in /dev.,ERROR,a7e2a9c37621,sensitive-mount-deployment-7fd6f8467-vw46g,busybox:latest,root,0,container:a7e2a9c37621 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-vw46g container=a7e2a9c37621 image=busybox:latest mounts=/var/lib/kubelet/pods/6db624ac-b926-4681-a356-debfe183c3b2/volumes/kubernetes.io~secret/default-token-9bhkw:/var/run/secrets/kubernetes.io/serviceaccount:ro:false:rprivate,default,"[""filesystem"", ""mitre_persistence""]",attack,"rule= Create files below dev, desc= 00:58:44.101025680: creating any files below /dev other than known programs that manage devices. Some rootkits hide files in /dev., parameter=user=root user_loginuid=0 command=container:a7e2a9c37621 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-vw46g container=a7e2a9c37621 image=busybox:latest mounts=/var/lib/kubelet/pods/6db624ac-b926-4681-a356-debfe183c3b2/volumes/kubernetes.io~secret/default-token-9bhkw:/var/run/secrets/kubernetes.io/serviceaccount:ro:false:rprivate,/var/lib/kubelet/pods/6db624ac-b926-4681-a356-debfe183c3b2/etc-hosts:/etc/hosts::true:rprivate,/var/lib/kubelet/pods/6db624ac-b926-4681-a356-debfe183c3b2/containers/busybox/78f2463b:/dev/termination-log::true:rprivate,/etc:/host/etc::true:rprivate, priority=ERROR, container=a7e2a9c37621, pod=sensitive-mount-deployment-7fd6f8467-vw46g, tag=[""filesystem"", ""mitre_persistence""], attack"
735,Attacks-Pod-jdbjh.txt,Write below root,12:55:43.928219243,an attempt to write to any file directly below / or /root,ERROR,527c190f6a1b,privileged-deployment-574878fc9d-k28hz,busybox:latest,root,0,container:527c190f6a1b k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-k28hz container=527c190f6a1b image=busybox:latest,default,"[""filesystem"", ""mitre_persistence""]",attack,"rule= Write below root, desc= 12:55:43.928219243: an attempt to write to any file directly below / or /root, parameter=user=root user_loginuid=0 command=container:527c190f6a1b k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-k28hz container=527c190f6a1b image=busybox:latest, priority=ERROR, container=527c190f6a1b, pod=privileged-deployment-574878fc9d-k28hz, tag=[""filesystem"", ""mitre_persistence""], attack"
736,Attacks-Pod-jdbjh.txt,Netcat Remote Code Execution in Container,06:57:44.167076514,Netcat Program runs inside container that allows remote code execution,WARNING,14e958a759b4,sensitive-mount-deployment-7fd6f8467-2tqqd,busybox:latest,root,-1,sh -c while true; do echo sleeping; sleep 3600; done k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-2tqqd container=14e958a759b4 image=busybox:latest mounts=/etc:/host/etc::true:rprivate,default,"[""network"", ""process"", ""mitre_execution""]",attack,"rule= Netcat Remote Code Execution in Container, desc= 06:57:44.167076514: Netcat Program runs inside container that allows remote code execution, parameter=user=root user_loginuid=-1 command=sh -c while true; do echo sleeping; sleep 3600; done k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-2tqqd container=14e958a759b4 image=busybox:latest mounts=/etc:/host/etc::true:rprivate,/var/lib/kubelet/pods/95efb53f-63b4-476f-ab3c-8145a5d04b63/volumes/kubernetes.io~secret/default-token-9bhkw:/var/run/secrets/kubernetes.io/serviceaccount:ro:false:rprivate,/var/lib/kubelet/pods/95efb53f-63b4-476f-ab3c-8145a5d04b63/etc-hosts:/etc/hosts::true:rprivate,/var/lib/kubelet/pods/95efb53f-63b4-476f-ab3c-8145a5d04b63/containers/busybox/e25e2153:/dev/termination-log::true:rprivate, priority=WARNING, container=14e958a759b4, pod=sensitive-mount-deployment-7fd6f8467-2tqqd, tag=[""network"", ""process"", ""mitre_execution""], attack"
737,Attacks-Pod-jdbjh.txt,Read ssh information,05:52:34.275402406,Any attempt to read files below ssh directories by non-ssh programs,ERROR,cb0340ad73df,sensitive-mount-deployment-7fd6f8467-2z4mq,busybox:latest,root,0,container:cb0340ad73df k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-2z4mq container=cb0340ad73df image=busybox:latest mounts=/etc:/host/etc::true:rprivate,default,"[""filesystem"", ""mitre_discovery""]",attack,"rule= Read ssh information, desc= 05:52:34.275402406: Any attempt to read files below ssh directories by non-ssh programs, parameter=user=root user_loginuid=0 command=container:cb0340ad73df k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-2z4mq container=cb0340ad73df image=busybox:latest mounts=/etc:/host/etc::true:rprivate,/var/lib/kubelet/pods/8a3cd589-e053-4147-aa29-4c1bcff0fe56/volumes/kubernetes.io~secret/default-token-9bhkw:/var/run/secrets/kubernetes.io/serviceaccount:ro:false:rprivate,/var/lib/kubelet/pods/8a3cd589-e053-4147-aa29-4c1bcff0fe56/etc-hosts:/etc/hosts::true:rprivate,/var/lib/kubelet/pods/8a3cd589-e053-4147-aa29-4c1bcff0fe56/containers/busybox/01ee8b73:/dev/termination-log::true:rprivate, priority=ERROR, container=cb0340ad73df, pod=sensitive-mount-deployment-7fd6f8467-2z4mq, tag=[""filesystem"", ""mitre_discovery""], attack"
738,Attacks-Pod-jdbjh.txt,Outbound or Inbound Traffic not to Authorized Server Process and Port,09:18:05.146250384,Detect traffic that is not to authorized server process and port.,WARNING,69d6a205d868,sensitive-mount-deployment-7fd6f8467-mqvwf,busybox:latest,root,0,container:69d6a205d868 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-mqvwf container=69d6a205d868 image=busybox:latest mounts=/var/lib/kubelet/pods/ca5f69bc-0b23-496f-865d-abfb6258519a/etc-hosts:/etc/hosts::true:rprivate,default,"[""network""]",attack,"rule= Outbound or Inbound Traffic not to Authorized Server Process and Port, desc= 09:18:05.146250384: Detect traffic that is not to authorized server process and port., parameter=user=root user_loginuid=0 command=container:69d6a205d868 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-mqvwf container=69d6a205d868 image=busybox:latest mounts=/var/lib/kubelet/pods/ca5f69bc-0b23-496f-865d-abfb6258519a/etc-hosts:/etc/hosts::true:rprivate,/var/lib/kubelet/pods/ca5f69bc-0b23-496f-865d-abfb6258519a/containers/busybox/7bcbd5b7:/dev/termination-log::true:rprivate,/etc:/host/etc::true:rprivate,/var/lib/kubelet/pods/ca5f69bc-0b23-496f-865d-abfb6258519a/volumes/kubernetes.io~secret/default-token-9bhkw:/var/run/secrets/kubernetes.io/serviceaccount:ro:false:rprivate, priority=WARNING, container=69d6a205d868, pod=sensitive-mount-deployment-7fd6f8467-mqvwf, tag=[""network""], attack"
739,Attacks-Pod-jdbjh.txt,The docker client is executed in a container,02:09:48.181021509,Detect a k8s client tool executed inside a container,WARNING,d1db44e942b3,privileged-deployment-574878fc9d-26pvh,busybox:latest,root,0,container:d1db44e942b3 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-26pvh container=d1db44e942b3 image=busybox:latest,default,"[""container"", ""mitre_execution""]",attack,"rule= The docker client is executed in a container, desc= 02:09:48.181021509: Detect a k8s client tool executed inside a container, parameter=user=root user_loginuid=0 command=container:d1db44e942b3 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-26pvh container=d1db44e942b3 image=busybox:latest, priority=WARNING, container=d1db44e942b3, pod=privileged-deployment-574878fc9d-26pvh, tag=[""container"", ""mitre_execution""], attack"
740,Attacks-Pod-jdbjh.txt,Create files below dev,04:56:05.838481527,creating any files below /dev other than known programs that manage devices. Some rootkits hide files in /dev.,ERROR,39bbc5c1509d,privileged-deployment-574878fc9d-fvvrq,busybox:latest,root,0,container:39bbc5c1509d k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-fvvrq container=39bbc5c1509d image=busybox:latest,default,"[""filesystem"", ""mitre_persistence""]",attack,"rule= Create files below dev, desc= 04:56:05.838481527: creating any files below /dev other than known programs that manage devices. Some rootkits hide files in /dev., parameter=user=root user_loginuid=0 command=container:39bbc5c1509d k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-fvvrq container=39bbc5c1509d image=busybox:latest, priority=ERROR, container=39bbc5c1509d, pod=privileged-deployment-574878fc9d-fvvrq, tag=[""filesystem"", ""mitre_persistence""], attack"
741,Attacks-Pod-jdbjh.txt,Write below root,14:20:19.711613412,an attempt to write to any file directly below / or /root,ERROR,23a450faf329,privileged-deployment-574878fc9d-5gx9c,busybox:latest,root,0,container:23a450faf329 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-5gx9c container=23a450faf329 image=busybox:latest,default,"[""filesystem"", ""mitre_persistence""]",attack,"rule= Write below root, desc= 14:20:19.711613412: an attempt to write to any file directly below / or /root, parameter=user=root user_loginuid=0 command=container:23a450faf329 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-5gx9c container=23a450faf329 image=busybox:latest, priority=ERROR, container=23a450faf329, pod=privileged-deployment-574878fc9d-5gx9c, tag=[""filesystem"", ""mitre_persistence""], attack"
742,Attacks-Pod-jdbjh.txt,Detect outbound connections to common miner pool ports,12:25:20.816887279,Miners typically connect to miner pools on common ports.,CRITICAL,8f1339fb69c3,privileged-deployment-574878fc9d-lhz82,busybox:latest,root,0,container:8f1339fb69c3 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-lhz82 container=8f1339fb69c3 image=busybox:latest,default,"[""network"", ""mitre_execution""]",attack,"rule= Detect outbound connections to common miner pool ports, desc= 12:25:20.816887279: Miners typically connect to miner pools on common ports., parameter=user=root user_loginuid=0 command=container:8f1339fb69c3 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-lhz82 container=8f1339fb69c3 image=busybox:latest, priority=CRITICAL, container=8f1339fb69c3, pod=privileged-deployment-574878fc9d-lhz82, tag=[""network"", ""mitre_execution""], attack"
743,Attacks-Pod-jdbjh.txt,Netcat Remote Code Execution in Container,13:29:15.242742668,Netcat Program runs inside container that allows remote code execution,WARNING,87482a04e2a8,sensitive-mount-deployment-7fd6f8467-nmr9z,busybox:latest,root,0,container:87482a04e2a8 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-nmr9z container=87482a04e2a8 image=busybox:latest mounts=/var/lib/kubelet/pods/b2acd13d-eb3b-4ffe-a3b5-2f9cebdeb24b/etc-hosts:/etc/hosts::true:rprivate,default,"[""network"", ""process"", ""mitre_execution""]",attack,"rule= Netcat Remote Code Execution in Container, desc= 13:29:15.242742668: Netcat Program runs inside container that allows remote code execution, parameter=user=root user_loginuid=0 command=container:87482a04e2a8 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-nmr9z container=87482a04e2a8 image=busybox:latest mounts=/var/lib/kubelet/pods/b2acd13d-eb3b-4ffe-a3b5-2f9cebdeb24b/etc-hosts:/etc/hosts::true:rprivate,/var/lib/kubelet/pods/b2acd13d-eb3b-4ffe-a3b5-2f9cebdeb24b/containers/busybox/7b95f877:/dev/termination-log::true:rprivate,/etc:/host/etc::true:rprivate,/var/lib/kubelet/pods/b2acd13d-eb3b-4ffe-a3b5-2f9cebdeb24b/volumes/kubernetes.io~secret/default-token-9bhkw:/var/run/secrets/kubernetes.io/serviceaccount:ro:false:rprivate, priority=WARNING, container=87482a04e2a8, pod=sensitive-mount-deployment-7fd6f8467-nmr9z, tag=[""network"", ""process"", ""mitre_execution""], attack"
744,Attacks-Pod-jdbjh.txt,Write below root,15:26:09.497195739,an attempt to write to any file directly below / or /root,ERROR,320c5c2caa6f,privileged-deployment-574878fc9d-mgdfx,busybox:latest,root,0,container:320c5c2caa6f k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-mgdfx container=320c5c2caa6f image=busybox:latest,default,"[""filesystem"", ""mitre_persistence""]",attack,"rule= Write below root, desc= 15:26:09.497195739: an attempt to write to any file directly below / or /root, parameter=user=root user_loginuid=0 command=container:320c5c2caa6f k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-mgdfx container=320c5c2caa6f image=busybox:latest, priority=ERROR, container=320c5c2caa6f, pod=privileged-deployment-574878fc9d-mgdfx, tag=[""filesystem"", ""mitre_persistence""], attack"
745,Attacks-Pod-jdbjh.txt,Outbound or Inbound Traffic not to Authorized Server Process and Port,07:51:48.568737977,Detect traffic that is not to authorized server process and port.,WARNING,259a8203c1e5,privileged-deployment-574878fc9d-xmvvb,busybox:latest,root,0,container:259a8203c1e5 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-xmvvb container=259a8203c1e5 image=busybox:latest,default,"[""network""]",attack,"rule= Outbound or Inbound Traffic not to Authorized Server Process and Port, desc= 07:51:48.568737977: Detect traffic that is not to authorized server process and port., parameter=user=root user_loginuid=0 command=container:259a8203c1e5 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-xmvvb container=259a8203c1e5 image=busybox:latest, priority=WARNING, container=259a8203c1e5, pod=privileged-deployment-574878fc9d-xmvvb, tag=[""network""], attack"
746,Attacks-Pod-jdbjh.txt,Container Drift Detected (chmod),05:53:14.553665835,New executable created in a container due to chmod,ERROR,e59d392fc566,privileged-deployment-574878fc9d-f8rjh,busybox:latest,root,0,container:e59d392fc566 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-f8rjh container=e59d392fc566 image=busybox:latest,default,,attack,"rule= Container Drift Detected (chmod), desc= 05:53:14.553665835: New executable created in a container due to chmod, parameter=user=root user_loginuid=0 command=container:e59d392fc566 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-f8rjh container=e59d392fc566 image=busybox:latest, priority=ERROR, container=e59d392fc566, pod=privileged-deployment-574878fc9d-f8rjh, tag=, attack"
747,Attacks-Pod-jdbjh.txt,Search Private Keys or Passwords,23:08:33.704441570,Detect grep private keys or passwords activity.\n,WARNING,b6b2d7a80d97,privileged-deployment-574878fc9d-lf6wh,busybox:latest,root,-1,sh -c while true; do echo sleeping; sleep 3600; done k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-lf6wh container=b6b2d7a80d97 image=busybox:latest,default,"[""process"", ""mitre_credential_access""]",attack,"rule= Search Private Keys or Passwords, desc= 23:08:33.704441570: Detect grep private keys or passwords activity.\n, parameter=user=root user_loginuid=-1 command=sh -c while true; do echo sleeping; sleep 3600; done k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-lf6wh container=b6b2d7a80d97 image=busybox:latest, priority=WARNING, container=b6b2d7a80d97, pod=privileged-deployment-574878fc9d-lf6wh, tag=[""process"", ""mitre_credential_access""], attack"
748,Attacks-Pod-jdbjh.txt,Write below monitored dir,22:18:02.825038372,an attempt to write to any file below a set of monitored directories,ERROR,1b8004261d67,falco-event-generator-deployment-7bf5f7d76b-4824w,falcosecurity/event-generator,root,-1,event-generator run --loop file=/dev/created-by-event-generator container_id=1b8004261d67 image=falcosecurity/event-generator,,"[""filesystem"", ""mitre_persistence""]",attack,"rule= Write below monitored dir, desc= 22:18:02.825038372: an attempt to write to any file below a set of monitored directories, parameter=user=root user_loginuid=-1 command=event-generator run --loop file=/dev/created-by-event-generator container_id=1b8004261d67 image=falcosecurity/event-generator, priority=ERROR, container=1b8004261d67, pod=falco-event-generator-deployment-7bf5f7d76b-4824w, tag=[""filesystem"", ""mitre_persistence""], attack"
749,Attacks-Pod-jdbjh.txt,Write below etc,17:10:50.990746921,an attempt to write to any file below /etc,ERROR,d609cf92eab5,sensitive-mount-deployment-7fd6f8467-t5px5,busybox:latest,root,0,container:d609cf92eab5 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-t5px5 container=d609cf92eab5 image=busybox:latest mounts=/etc:/host/etc::true:rprivate,default,"[""filesystem"", ""mitre_persistence""]",attack,"rule= Write below etc, desc= 17:10:50.990746921: an attempt to write to any file below /etc, parameter=user=root user_loginuid=0 command=container:d609cf92eab5 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-t5px5 container=d609cf92eab5 image=busybox:latest mounts=/etc:/host/etc::true:rprivate,/var/lib/kubelet/pods/7dfbf104-9d16-4184-9b1a-339fe78fa938/volumes/kubernetes.io~secret/default-token-9bhkw:/var/run/secrets/kubernetes.io/serviceaccount:ro:false:rprivate,/var/lib/kubelet/pods/7dfbf104-9d16-4184-9b1a-339fe78fa938/etc-hosts:/etc/hosts::true:rprivate,/var/lib/kubelet/pods/7dfbf104-9d16-4184-9b1a-339fe78fa938/containers/busybox/eee15223:/dev/termination-log::true:rprivate, priority=ERROR, container=d609cf92eab5, pod=sensitive-mount-deployment-7fd6f8467-t5px5, tag=[""filesystem"", ""mitre_persistence""], attack"
750,Attacks-Pod-jdbjh.txt,Network Connection outside Local Subnet,04:47:40.785254665,Detect traffic to image outside local subnet.,WARNING,3307255a8267,sensitive-mount-deployment-7fd6f8467-vr64p,busybox:latest,root,0,container:3307255a8267 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-vr64p container=3307255a8267 image=busybox:latest mounts=/etc:/host/etc::true:rprivate,default,"[""network""]",attack,"rule= Network Connection outside Local Subnet, desc= 04:47:40.785254665: Detect traffic to image outside local subnet., parameter=user=root user_loginuid=0 command=container:3307255a8267 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-vr64p container=3307255a8267 image=busybox:latest mounts=/etc:/host/etc::true:rprivate,/var/lib/kubelet/pods/54e157d6-a3ba-4124-bfa0-a76afec0f600/volumes/kubernetes.io~secret/default-token-9bhkw:/var/run/secrets/kubernetes.io/serviceaccount:ro:false:rprivate,/var/lib/kubelet/pods/54e157d6-a3ba-4124-bfa0-a76afec0f600/etc-hosts:/etc/hosts::true:rprivate,/var/lib/kubelet/pods/54e157d6-a3ba-4124-bfa0-a76afec0f600/containers/busybox/4b6f3398:/dev/termination-log::true:rprivate, priority=WARNING, container=3307255a8267, pod=sensitive-mount-deployment-7fd6f8467-vr64p, tag=[""network""], attack"
751,Attacks-Pod-jdbjh.txt,Redirect STDOUT/STDIN to Network Connection in Container,22:21:19.035304445,Detect redirecting stdout/stdin to network connection in container (potential reverse shell).,WARNING,1b8004261d67,falco-event-generator-deployment-7bf5f7d76b-4824w,falcosecurity/event-generator,,,,,,attack,"rule= Redirect STDOUT/STDIN to Network Connection in Container, desc= 22:21:19.035304445: Detect redirecting stdout/stdin to network connection in container (potential reverse shell)., parameter=AT_FDCWD) newpath=/bin/true  container_id=1b8004261d67 image=falcosecurity/event-generator, priority=WARNING, container=1b8004261d67, pod=falco-event-generator-deployment-7bf5f7d76b-4824w, tag=, attack"
752,Attacks-Pod-jdbjh.txt,Outbound or Inbound Traffic not to Authorized Server Process and Port,17:12:46.430856875,Detect traffic that is not to authorized server process and port.,WARNING,eff5b748c47b,privileged-deployment-574878fc9d-xljzn,busybox:latest,root,0,container:eff5b748c47b k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-xljzn container=eff5b748c47b image=busybox:latest,default,"[""network""]",attack,"rule= Outbound or Inbound Traffic not to Authorized Server Process and Port, desc= 17:12:46.430856875: Detect traffic that is not to authorized server process and port., parameter=user=root user_loginuid=0 command=container:eff5b748c47b k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-xljzn container=eff5b748c47b image=busybox:latest, priority=WARNING, container=eff5b748c47b, pod=privileged-deployment-574878fc9d-xljzn, tag=[""network""], attack"
753,Attacks-Pod-jdbjh.txt,Network Connection outside Local Subnet,07:46:19.311457168,Detect traffic to image outside local subnet.,WARNING,04c698b645f6,privileged-deployment-574878fc9d-xl2pm,busybox:latest,root,0,container:04c698b645f6 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-xl2pm container=04c698b645f6 image=busybox:latest,default,"[""network""]",attack,"rule= Network Connection outside Local Subnet, desc= 07:46:19.311457168: Detect traffic to image outside local subnet., parameter=user=root user_loginuid=0 command=container:04c698b645f6 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-xl2pm container=04c698b645f6 image=busybox:latest, priority=WARNING, container=04c698b645f6, pod=privileged-deployment-574878fc9d-xl2pm, tag=[""network""], attack"
754,Attacks-Pod-jdbjh.txt,The docker client is executed in a container,22:16:27.436228666,Detect a k8s client tool executed inside a container,WARNING,1b8004261d67,falco-event-generator-deployment-7bf5f7d76b-4824w,falcosecurity/event-generator,root,-1,event-generator run --loop file=/dev/created-by-event-generator container_id=1b8004261d67 image=falcosecurity/event-generator,,"[""container"", ""mitre_execution""]",attack,"rule= The docker client is executed in a container, desc= 22:16:27.436228666: Detect a k8s client tool executed inside a container, parameter=user=root user_loginuid=-1 command=event-generator run --loop file=/dev/created-by-event-generator container_id=1b8004261d67 image=falcosecurity/event-generator, priority=WARNING, container=1b8004261d67, pod=falco-event-generator-deployment-7bf5f7d76b-4824w, tag=[""container"", ""mitre_execution""], attack"
755,Attacks-Pod-jdbjh.txt,Linux Kernel Module Injection Detected,02:47:19.543790736,Detect kernel module was injected (from container).,WARNING,8b844a357aab,privileged-deployment-574878fc9d-2xcrr,busybox:latest,root,0,container:8b844a357aab k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-2xcrr container=8b844a357aab image=busybox:latest,default,"[""process""]",attack,"rule= Linux Kernel Module Injection Detected, desc= 02:47:19.543790736: Detect kernel module was injected (from container)., parameter=user=root user_loginuid=0 command=container:8b844a357aab k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-2xcrr container=8b844a357aab image=busybox:latest, priority=WARNING, container=8b844a357aab, pod=privileged-deployment-574878fc9d-2xcrr, tag=[""process""], attack"
756,Attacks-Pod-jdbjh.txt,Debugfs Launched in Privileged Container,05:22:55.008053560,Detect file system debugger debugfs launched inside a privileged container which might lead to container escape.,WARNING,bb9ef510f60f,sensitive-mount-deployment-7fd6f8467-mc4wz,busybox:latest,root,0,container:bb9ef510f60f k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-mc4wz container=bb9ef510f60f image=busybox:latest mounts=/var/lib/kubelet/pods/9c9d49ca-48b6-4407-8e76-c34f3b383a44/volumes/kubernetes.io~secret/default-token-9bhkw:/var/run/secrets/kubernetes.io/serviceaccount:ro:false:rprivate,default,"[""container"", ""cis"", ""mitre_lateral_movement""]",attack,"rule= Debugfs Launched in Privileged Container, desc= 05:22:55.008053560: Detect file system debugger debugfs launched inside a privileged container which might lead to container escape., parameter=user=root user_loginuid=0 command=container:bb9ef510f60f k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-mc4wz container=bb9ef510f60f image=busybox:latest mounts=/var/lib/kubelet/pods/9c9d49ca-48b6-4407-8e76-c34f3b383a44/volumes/kubernetes.io~secret/default-token-9bhkw:/var/run/secrets/kubernetes.io/serviceaccount:ro:false:rprivate,/var/lib/kubelet/pods/9c9d49ca-48b6-4407-8e76-c34f3b383a44/etc-hosts:/etc/hosts::true:rprivate,/var/lib/kubelet/pods/9c9d49ca-48b6-4407-8e76-c34f3b383a44/containers/busybox/3957f39c:/dev/termination-log::true:rprivate,/etc:/host/etc::true:rprivate, priority=WARNING, container=bb9ef510f60f, pod=sensitive-mount-deployment-7fd6f8467-mc4wz, tag=[""container"", ""cis"", ""mitre_lateral_movement""], attack"
757,Attacks-Pod-jdbjh.txt,Search Private Keys or Passwords,22:32:30.768880587,Detect grep private keys or passwords activity.\n,WARNING,9cf0d9b30911,sensitive-mount-deployment-7fd6f8467-mg894,busybox:latest,root,0,container:9cf0d9b30911 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-mg894 container=9cf0d9b30911 image=busybox:latest mounts=/var/lib/kubelet/pods/055ed92a-1b5f-418d-8131-20a3035ca996/containers/busybox/6642bbb7:/dev/termination-log::true:rprivate,default,"[""process"", ""mitre_credential_access""]",attack,"rule= Search Private Keys or Passwords, desc= 22:32:30.768880587: Detect grep private keys or passwords activity.\n, parameter=user=root user_loginuid=0 command=container:9cf0d9b30911 k8s.ns=default k8s.pod=sensitive-mount-deployment-7fd6f8467-mg894 container=9cf0d9b30911 image=busybox:latest mounts=/var/lib/kubelet/pods/055ed92a-1b5f-418d-8131-20a3035ca996/containers/busybox/6642bbb7:/dev/termination-log::true:rprivate,/etc:/host/etc::true:rprivate,/var/lib/kubelet/pods/055ed92a-1b5f-418d-8131-20a3035ca996/volumes/kubernetes.io~secret/default-token-9bhkw:/var/run/secrets/kubernetes.io/serviceaccount:ro:false:rprivate,/var/lib/kubelet/pods/055ed92a-1b5f-418d-8131-20a3035ca996/etc-hosts:/etc/hosts::true:rprivate, priority=WARNING, container=9cf0d9b30911, pod=sensitive-mount-deployment-7fd6f8467-mg894, tag=[""process"", ""mitre_credential_access""], attack"
758,Attacks-Pod-jdbjh.txt,Write below etc,03:35:31.946671360,an attempt to write to any file below /etc,ERROR,b3c2cf39bb74,privileged-deployment-574878fc9d-zd8xm,busybox:latest,root,0,container:b3c2cf39bb74 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-zd8xm container=b3c2cf39bb74 image=busybox:latest,default,"[""filesystem"", ""mitre_persistence""]",attack,"rule= Write below etc, desc= 03:35:31.946671360: an attempt to write to any file below /etc, parameter=user=root user_loginuid=0 command=container:b3c2cf39bb74 k8s.ns=default k8s.pod=privileged-deployment-574878fc9d-zd8xm container=b3c2cf39bb74 image=busybox:latest, priority=ERROR, container=b3c2cf39bb74, pod=privileged-deployment-574878fc9d-zd8xm, tag=[""filesystem"", ""mitre_persistence""], attack"
