experiment_group,workflow_version,priority,rule_name,image_name,user_role,company_size,industry,cloud_provider,plan_type,total_alert_views,total_investigations,total_remediations,investigation_rate,remediation_rate,avg_time_to_investigate_minutes
control,old_page,CRITICAL,Detect crypto miners using the Stratum protocol,busybox:latest,platform_engineer,small,health,gcp,free,1,1,0,1,0,90
control,old_page,WARNING,Outbound Connection to C2 Servers,busybox:latest,platform_engineer,small,health,gcp,free,2,1,1,0.5,0.5,18
control,old_page,ERROR,Write below monitored dir,busybox:latest,platform_engineer,small,health,gcp,free,1,0,0,0,0,
control,old_page,ERROR,Modify binary dirs,busybox:latest,platform_engineer,small,health,gcp,free,1,0,0,0,0,
control,old_page,CRITICAL,Sudo Potential Privilege Escalation,busybox:latest,platform_engineer,small,health,gcp,free,1,1,1,1,1,17
control,old_page,WARNING,Launch Disallowed Container,falcosecurity/event-generator,platform_engineer,small,health,gcp,free,1,0,0,0,0,
control,old_page,WARNING,Delete Bash History,busybox:latest,platform_engineer,small,health,gcp,free,1,0,0,0,0,
control,old_page,WARNING,The docker client is executed in a container,falcosecurity/event-generator,platform_engineer,small,health,gcp,free,1,1,1,1,1,34
control,old_page,WARNING,Read sensitive file untrusted,busybox:latest,platform_engineer,small,health,gcp,free,2,1,0,0.5,0,18
control,old_page,ERROR,Mkdir binary dirs,busybox:latest,platform_engineer,small,health,gcp,free,1,0,0,0,0,
control,old_page,WARNING,Outbound or Inbound Traffic not to Authorized Server Process and Port,falcosecurity/event-generator,platform_engineer,small,health,gcp,free,1,1,1,1,1,36
control,old_page,ERROR,Write below rpm database,busybox:latest,platform_engineer,small,health,gcp,free,1,1,0,1,0,12
control,old_page,WARNING,Read sensitive file trusted after startup,busybox:latest,platform_engineer,small,health,gcp,free,2,2,2,1,1,72
control,old_page,WARNING,Network Connection outside Local Subnet,busybox:latest,platform_engineer,small,health,gcp,free,1,1,1,1,1,34
control,old_page,WARNING,Debugfs Launched in Privileged Container,falcosecurity/event-generator,platform_engineer,small,health,gcp,free,1,1,0,1,0,65
control,old_page,ERROR,Container Drift Detected (open+create),falcosecurity/event-generator,platform_engineer,small,health,gcp,free,1,0,0,0,0,
control,old_page,ERROR,Write below root,busybox:latest,platform_engineer,small,health,gcp,free,1,1,0,1,0,59
control,old_page,WARNING,Search Private Keys or Passwords,falcosecurity/event-generator,platform_engineer,small,fintech,gcp,pro,1,0,0,0,0,
control,old_page,WARNING,Netcat Remote Code Execution in Container,busybox:latest,platform_engineer,small,fintech,gcp,pro,1,0,0,0,0,
control,old_page,WARNING,Mount Launched in Privileged Container,busybox:latest,platform_engineer,small,fintech,gcp,pro,1,0,0,0,0,
control,old_page,ERROR,Modify binary dirs,busybox:latest,platform_engineer,small,fintech,gcp,pro,1,1,0,1,0,5
control,old_page,ERROR,Container Drift Detected (open+create),busybox:latest,platform_engineer,small,fintech,gcp,pro,1,0,0,0,0,
control,old_page,ERROR,Modify binary dirs,falcosecurity/event-generator,platform_engineer,small,fintech,gcp,pro,1,1,0,1,0,2
control,old_page,CRITICAL,Unprivileged Delegation of Page Faults Handling to a Userspace Process,busybox:latest,platform_engineer,small,fintech,gcp,pro,1,1,1,1,1,102
control,old_page,WARNING,The docker client is executed in a container,busybox:latest,security_engineer,small,fintech,gcp,pro,3,2,1,0.66666666666666663,0.33333333333333331,98
control,old_page,ERROR,Read ssh information,falcosecurity/event-generator,security_engineer,small,fintech,gcp,pro,1,1,1,1,1,120
control,old_page,ERROR,Create files below dev,busybox:latest,security_engineer,small,fintech,gcp,pro,1,1,1,1,1,53
control,old_page,ERROR,Write below root,falcosecurity/event-generator,security_engineer,small,fintech,gcp,pro,1,1,1,1,1,110
control,old_page,WARNING,Network Connection outside Local Subnet,falcosecurity/event-generator,security_engineer,small,fintech,gcp,pro,1,0,0,0,0,
control,old_page,WARNING,Outbound or Inbound Traffic not to Authorized Server Process and Port,busybox:latest,security_engineer,small,fintech,gcp,pro,1,0,0,0,0,
control,old_page,ERROR,Write below etc,busybox:latest,security_engineer,small,fintech,gcp,pro,1,0,0,0,0,
control,old_page,WARNING,Read sensitive file trusted after startup,busybox:latest,security_engineer,small,fintech,gcp,pro,1,1,0,1,0,18
control,old_page,WARNING,Netcat Remote Code Execution in Container,busybox:latest,security_engineer,small,fintech,gcp,pro,1,1,1,1,1,17
control,old_page,WARNING,Delete Bash History,busybox:latest,platform_engineer,small,fintech,gcp,pro,1,1,1,1,1,47
control,old_page,WARNING,Network Connection outside Local Subnet,falcosecurity/event-generator,platform_engineer,small,fintech,gcp,pro,1,1,1,1,1,62
control,old_page,WARNING,Read Shell Configuration File,busybox:latest,platform_engineer,small,fintech,gcp,pro,1,1,1,1,1,61
control,old_page,WARNING,The docker client is executed in a container,busybox:latest,platform_engineer,small,fintech,gcp,pro,2,1,0,0.5,0,108
control,old_page,WARNING,Outbound or Inbound Traffic not to Authorized Server Process and Port,busybox:latest,platform_engineer,small,fintech,gcp,pro,2,1,1,0.5,0.5,85
control,old_page,ERROR,Write below root,busybox:latest,platform_engineer,small,fintech,gcp,pro,1,1,0,1,0,99
control,old_page,WARNING,Launch Disallowed Container,busybox:latest,security_engineer,small,fintech,gcp,pro,1,0,0,0,0,
control,old_page,CRITICAL,Detect crypto miners using the Stratum protocol,falcosecurity/event-generator,security_engineer,small,fintech,gcp,pro,1,1,1,1,1,104
control,old_page,CRITICAL,Sudo Potential Privilege Escalation,busybox:latest,security_engineer,small,fintech,gcp,pro,1,0,0,0,0,
control,old_page,CRITICAL,Detect crypto miners using the Stratum protocol,busybox:latest,security_engineer,small,fintech,gcp,pro,2,0,0,0,0,
control,old_page,WARNING,Redirect STDOUT/STDIN to Network Connection in Container,busybox:latest,security_engineer,small,fintech,gcp,pro,1,1,1,1,1,27
control,old_page,ERROR,Write below monitored dir,falcosecurity/event-generator,security_engineer,small,fintech,gcp,pro,1,0,0,0,0,
control,old_page,ERROR,Write below rpm database,falcosecurity/event-generator,security_engineer,small,fintech,gcp,pro,1,0,0,0,0,
control,old_page,WARNING,Search Private Keys or Passwords,falcosecurity/event-generator,security_engineer,small,fintech,gcp,pro,1,0,0,0,0,
control,old_page,ERROR,Container Drift Detected (chmod),busybox:latest,security_engineer,small,fintech,gcp,pro,1,0,0,0,0,
control,old_page,ERROR,Mkdir binary dirs,busybox:latest,platform_engineer,medium,ecommerce,aws,pro,2,2,1,1,0.5,84.5
control,old_page,ERROR,Modify binary dirs,falcosecurity/event-generator,platform_engineer,medium,ecommerce,aws,pro,1,0,0,0,0,
control,old_page,WARNING,Launch Disallowed Container,falcosecurity/event-generator,platform_engineer,medium,ecommerce,aws,pro,1,1,1,1,1,70
control,old_page,ERROR,Write below etc,falcosecurity/event-generator,platform_engineer,medium,ecommerce,aws,pro,1,0,0,0,0,
control,old_page,ERROR,Container Drift Detected (chmod),busybox:latest,platform_engineer,medium,ecommerce,aws,pro,2,2,0,1,0,58.5
control,old_page,WARNING,The docker client is executed in a container,busybox:latest,platform_engineer,medium,ecommerce,aws,pro,1,0,0,0,0,
control,old_page,WARNING,Network Connection outside Local Subnet,busybox:latest,platform_engineer,medium,ecommerce,aws,pro,1,0,0,0,0,
control,old_page,ERROR,Write below monitored dir,busybox:latest,platform_engineer,medium,ecommerce,aws,pro,1,1,0,1,0,95
control,old_page,WARNING,Launch Disallowed Container,busybox:latest,platform_engineer,medium,ecommerce,aws,pro,1,1,1,1,1,105
control,old_page,WARNING,Read Shell Configuration File,busybox:latest,platform_engineer,medium,ecommerce,aws,pro,1,1,1,1,1,20
control,old_page,WARNING,Search Private Keys or Passwords,falcosecurity/event-generator,platform_engineer,medium,ecommerce,aws,pro,1,1,0,1,0,25
control,old_page,WARNING,Outbound Connection to C2 Servers,busybox:latest,platform_engineer,medium,ecommerce,aws,pro,1,1,0,1,0,106
control,old_page,CRITICAL,Detect crypto miners using the Stratum protocol,busybox:latest,platform_engineer,medium,ecommerce,aws,pro,1,0,0,0,0,
control,old_page,WARNING,Outbound or Inbound Traffic not to Authorized Server Process and Port,busybox:latest,platform_engineer,medium,ecommerce,aws,pro,1,0,0,0,0,
control,old_page,WARNING,Netcat Remote Code Execution in Container,falcosecurity/event-generator,platform_engineer,medium,ecommerce,aws,pro,1,0,0,0,0,
control,old_page,WARNING,Remove Bulk Data from Disk,falcosecurity/event-generator,platform_engineer,medium,ecommerce,aws,pro,1,0,0,0,0,
control,old_page,WARNING,Read sensitive file untrusted,busybox:latest,platform_engineer,medium,ecommerce,aws,pro,1,0,0,0,0,
control,old_page,WARNING,The docker client is executed in a container,busybox:latest,security_engineer,medium,ecommerce,aws,pro,1,0,0,0,0,
control,old_page,WARNING,Delete Bash History,busybox:latest,security_engineer,medium,ecommerce,aws,pro,1,0,0,0,0,
control,old_page,CRITICAL,Detect crypto miners using the Stratum protocol,falcosecurity/event-generator,security_engineer,medium,ecommerce,aws,pro,1,0,0,0,0,
control,old_page,ERROR,Write below root,busybox:latest,security_engineer,medium,ecommerce,aws,pro,2,2,2,1,1,48.5
control,old_page,ERROR,Modify binary dirs,busybox:latest,security_engineer,medium,ecommerce,aws,pro,1,0,0,0,0,
control,old_page,WARNING,Read sensitive file trusted after startup,busybox:latest,security_engineer,medium,ecommerce,aws,pro,1,1,1,1,1,51
control,old_page,CRITICAL,Unprivileged Delegation of Page Faults Handling to a Userspace Process,falcosecurity/event-generator,security_engineer,medium,ecommerce,aws,pro,1,1,1,1,1,30
control,old_page,CRITICAL,Detect crypto miners using the Stratum protocol,busybox:latest,security_engineer,medium,ecommerce,aws,pro,1,1,1,1,1,15
control,old_page,CRITICAL,Unprivileged Delegation of Page Faults Handling to a Userspace Process,busybox:latest,security_engineer,medium,ecommerce,aws,pro,1,1,0,1,0,102
control,old_page,WARNING,Delete or rename shell history,busybox:latest,security_engineer,medium,ecommerce,aws,pro,1,0,0,0,0,
control,old_page,CRITICAL,Unprivileged Delegation of Page Faults Handling to a Userspace Process,busybox:latest,devops_engineer,medium,health,azure,pro,1,0,0,0,0,
control,old_page,WARNING,Read sensitive file untrusted,busybox:latest,devops_engineer,medium,health,azure,pro,1,0,0,0,0,
control,old_page,ERROR,Write below etc,busybox:latest,devops_engineer,medium,health,azure,pro,1,0,0,0,0,
control,old_page,WARNING,Outbound Connection to C2 Servers,busybox:latest,devops_engineer,medium,health,azure,pro,1,1,1,1,1,56
control,old_page,WARNING,The docker client is executed in a container,busybox:latest,devops_engineer,medium,health,azure,pro,1,1,0,1,0,65
control,old_page,ERROR,Read ssh information,busybox:latest,devops_engineer,medium,health,azure,pro,1,0,0,0,0,
control,old_page,WARNING,Redirect STDOUT/STDIN to Network Connection in Container,busybox:latest,devops_engineer,medium,health,azure,pro,1,0,0,0,0,
control,old_page,WARNING,Mount Launched in Privileged Container,falcosecurity/event-generator,devops_engineer,medium,health,azure,pro,1,1,0,1,0,6
control,old_page,ERROR,Write below monitored dir,busybox:latest,devops_engineer,medium,health,azure,pro,1,0,0,0,0,
control,old_page,WARNING,Read Shell Configuration File,busybox:latest,devops_engineer,medium,health,azure,pro,1,0,0,0,0,
control,old_page,WARNING,Netcat Remote Code Execution in Container,busybox:latest,devops_engineer,medium,health,azure,pro,2,1,0,0.5,0,16
control,old_page,ERROR,Create files below dev,busybox:latest,devops_engineer,medium,health,azure,pro,1,0,0,0,0,
control,old_page,CRITICAL,Detect outbound connections to common miner pool ports,busybox:latest,devops_engineer,medium,health,azure,pro,1,0,0,0,0,
control,old_page,ERROR,Launch Package Management Process in Container,busybox:latest,security_engineer,medium,health,azure,pro,1,0,0,0,0,
control,old_page,WARNING,Outbound or Inbound Traffic not to Authorized Server Process and Port,busybox:latest,security_engineer,medium,health,azure,pro,1,1,1,1,1,17
control,old_page,ERROR,Launch Package Management Process in Container,falcosecurity/event-generator,security_engineer,medium,health,azure,pro,1,1,0,1,0,103
control,old_page,ERROR,Write below etc,busybox:latest,security_engineer,medium,health,azure,pro,1,1,1,1,1,41
control,old_page,WARNING,Delete Bash History,busybox:latest,security_engineer,medium,health,azure,pro,1,0,0,0,0,
control,old_page,ERROR,Write below rpm database,busybox:latest,security_engineer,medium,health,azure,pro,2,0,0,0,0,
control,old_page,ERROR,Read ssh information,busybox:latest,security_engineer,medium,health,azure,pro,1,0,0,0,0,
control,old_page,ERROR,Mkdir binary dirs,busybox:latest,security_engineer,medium,health,azure,pro,1,1,0,1,0,37
control,old_page,CRITICAL,Sudo Potential Privilege Escalation,busybox:latest,platform_engineer,medium,health,azure,pro,1,0,0,0,0,
control,old_page,WARNING,Outbound or Inbound Traffic not to Authorized Server Process and Port,busybox:latest,platform_engineer,medium,health,azure,pro,1,1,1,1,1,70
control,old_page,WARNING,Remove Bulk Data from Disk,busybox:latest,platform_engineer,medium,health,azure,pro,1,1,0,1,0,97
control,old_page,ERROR,Write below etc,busybox:latest,platform_engineer,medium,health,azure,pro,2,1,1,0.5,0.5,51
control,old_page,WARNING,Delete or rename shell history,busybox:latest,platform_engineer,medium,health,azure,pro,1,1,0,1,0,66
control,old_page,ERROR,Modify binary dirs,falcosecurity/event-generator,platform_engineer,medium,health,azure,pro,1,1,1,1,1,10
control,old_page,WARNING,Linux Kernel Module Injection Detected,falcosecurity/event-generator,platform_engineer,medium,health,azure,pro,1,1,0,1,0,25
control,old_page,WARNING,Linux Kernel Module Injection Detected,busybox:latest,platform_engineer,medium,health,azure,pro,1,1,1,1,1,27
control,old_page,WARNING,Outbound or Inbound Traffic not to Authorized Server Process and Port,falcosecurity/event-generator,platform_engineer,medium,health,azure,pro,1,0,0,0,0,
control,old_page,WARNING,Remove Bulk Data from Disk,falcosecurity/event-generator,platform_engineer,medium,health,azure,pro,1,1,0,1,0,115
control,old_page,WARNING,Debugfs Launched in Privileged Container,busybox:latest,platform_engineer,medium,health,azure,pro,1,1,1,1,1,37
control,old_page,WARNING,Outbound Connection to C2 Servers,busybox:latest,platform_engineer,medium,health,azure,pro,1,1,1,1,1,17
control,old_page,CRITICAL,Unprivileged Delegation of Page Faults Handling to a Userspace Process,busybox:latest,platform_engineer,medium,health,azure,pro,1,0,0,0,0,
control,old_page,WARNING,Outbound or Inbound Traffic not to Authorized Server Process and Port,busybox:latest,platform_engineer,enterprise,fintech,azure,enterprise,2,1,0,0.5,0,102
control,old_page,WARNING,Search Private Keys or Passwords,busybox:latest,platform_engineer,enterprise,fintech,azure,enterprise,1,1,0,1,0,98
control,old_page,ERROR,Launch Package Management Process in Container,busybox:latest,platform_engineer,enterprise,fintech,azure,enterprise,1,0,0,0,0,
control,old_page,WARNING,Read Shell Configuration File,busybox:latest,platform_engineer,enterprise,fintech,azure,enterprise,2,0,0,0,0,
control,old_page,ERROR,Write below binary dir,busybox:latest,platform_engineer,enterprise,fintech,azure,enterprise,2,1,1,0.5,0.5,25
control,old_page,WARNING,Read sensitive file trusted after startup,falcosecurity/event-generator,platform_engineer,enterprise,fintech,azure,enterprise,1,0,0,0,0,
control,old_page,WARNING,Outbound Connection to C2 Servers,busybox:latest,platform_engineer,enterprise,fintech,azure,enterprise,1,1,0,1,0,4
control,old_page,ERROR,Read ssh information,busybox:latest,platform_engineer,enterprise,fintech,azure,enterprise,2,2,1,1,0.5,60.5
control,old_page,ERROR,Write below monitored dir,busybox:latest,platform_engineer,enterprise,fintech,azure,enterprise,1,1,0,1,0,110
control,old_page,ERROR,Modify binary dirs,busybox:latest,platform_engineer,enterprise,fintech,azure,enterprise,1,1,1,1,1,75
control,old_page,WARNING,Read sensitive file untrusted,busybox:latest,platform_engineer,enterprise,fintech,azure,enterprise,1,0,0,0,0,
control,old_page,CRITICAL,Unprivileged Delegation of Page Faults Handling to a Userspace Process,busybox:latest,platform_engineer,enterprise,fintech,azure,enterprise,1,1,0,1,0,22
control,old_page,WARNING,Netcat Remote Code Execution in Container,falcosecurity/event-generator,devops_engineer,enterprise,fintech,azure,enterprise,1,0,0,0,0,
control,old_page,WARNING,Delete Bash History,busybox:latest,devops_engineer,enterprise,fintech,azure,enterprise,1,0,0,0,0,
control,old_page,WARNING,Read Shell Configuration File,busybox:latest,devops_engineer,enterprise,fintech,azure,enterprise,1,1,1,1,1,85
control,old_page,WARNING,Clear Log Activities,falcosecurity/event-generator,devops_engineer,enterprise,fintech,azure,enterprise,1,1,0,1,0,103
control,old_page,WARNING,Netcat Remote Code Execution in Container,busybox:latest,devops_engineer,enterprise,fintech,azure,enterprise,1,1,1,1,1,11
control,old_page,WARNING,Outbound or Inbound Traffic not to Authorized Server Process and Port,busybox:latest,devops_engineer,enterprise,fintech,azure,enterprise,1,1,1,1,1,83
control,old_page,WARNING,Linux Kernel Module Injection Detected,busybox:latest,devops_engineer,enterprise,fintech,azure,enterprise,2,1,0,0.5,0,9
control,old_page,WARNING,Debugfs Launched in Privileged Container,busybox:latest,devops_engineer,enterprise,fintech,azure,enterprise,1,1,1,1,1,55
control,old_page,ERROR,Write below rpm database,busybox:latest,devops_engineer,enterprise,fintech,azure,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Create files below dev,busybox:latest,platform_engineer,enterprise,fintech,aws,enterprise,1,1,0,1,0,99
treatment,runtime_context_panel,ERROR,Read ssh information,busybox:latest,platform_engineer,enterprise,fintech,aws,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Delete Bash History,falcosecurity/event-generator,platform_engineer,enterprise,fintech,aws,enterprise,1,1,0,1,0,118
treatment,runtime_context_panel,WARNING,Delete Bash History,busybox:latest,platform_engineer,enterprise,fintech,aws,enterprise,1,1,0,1,0,89
treatment,runtime_context_panel,WARNING,Mount Launched in Privileged Container,busybox:latest,platform_engineer,enterprise,fintech,aws,enterprise,2,1,1,0.5,0.5,20
treatment,runtime_context_panel,ERROR,Write below monitored dir,busybox:latest,platform_engineer,enterprise,fintech,aws,enterprise,1,1,0,1,0,116
treatment,runtime_context_panel,WARNING,Netcat Remote Code Execution in Container,busybox:latest,platform_engineer,enterprise,fintech,aws,enterprise,2,2,2,1,1,40.5
treatment,runtime_context_panel,WARNING,The docker client is executed in a container,falcosecurity/event-generator,platform_engineer,enterprise,fintech,aws,enterprise,1,1,0,1,0,16
treatment,runtime_context_panel,WARNING,Remove Bulk Data from Disk,busybox:latest,platform_engineer,enterprise,fintech,aws,enterprise,1,1,1,1,1,9
treatment,runtime_context_panel,WARNING,Debugfs Launched in Privileged Container,busybox:latest,platform_engineer,enterprise,fintech,aws,enterprise,2,2,1,1,0.5,81
treatment,runtime_context_panel,ERROR,Write below binary dir,busybox:latest,platform_engineer,enterprise,fintech,aws,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Launch Disallowed Container,busybox:latest,platform_engineer,enterprise,fintech,aws,enterprise,2,1,1,0.5,0.5,86
treatment,runtime_context_panel,WARNING,Search Private Keys or Passwords,busybox:latest,platform_engineer,enterprise,fintech,aws,enterprise,1,1,0,1,0,47
treatment,runtime_context_panel,WARNING,Read sensitive file trusted after startup,falcosecurity/event-generator,platform_engineer,enterprise,fintech,aws,enterprise,1,1,1,1,1,31
treatment,runtime_context_panel,CRITICAL,Sudo Potential Privilege Escalation,busybox:latest,platform_engineer,enterprise,fintech,aws,enterprise,4,3,2,0.75,0.5,58
treatment,runtime_context_panel,WARNING,Linux Kernel Module Injection Detected,busybox:latest,platform_engineer,enterprise,fintech,aws,enterprise,1,1,1,1,1,106
treatment,runtime_context_panel,ERROR,Write below rpm database,busybox:latest,platform_engineer,enterprise,fintech,aws,enterprise,1,1,0,1,0,82
treatment,runtime_context_panel,WARNING,Redirect STDOUT/STDIN to Network Connection in Container,busybox:latest,platform_engineer,enterprise,fintech,aws,enterprise,1,1,0,1,0,108
treatment,runtime_context_panel,WARNING,Outbound Connection to C2 Servers,busybox:latest,platform_engineer,enterprise,fintech,aws,enterprise,1,1,0,1,0,3
treatment,runtime_context_panel,ERROR,Container Drift Detected (open+create),busybox:latest,platform_engineer,enterprise,fintech,aws,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Write below etc,<NA>,security_engineer,enterprise,fintech,aws,enterprise,1,1,0,1,0,25
treatment,runtime_context_panel,ERROR,Container Drift Detected (open+create),busybox:latest,security_engineer,enterprise,fintech,aws,enterprise,1,1,1,1,1,68
treatment,runtime_context_panel,ERROR,Container Drift Detected (chmod),falcosecurity/event-generator,security_engineer,enterprise,fintech,aws,enterprise,1,1,1,1,1,66
treatment,runtime_context_panel,WARNING,Delete or rename shell history,busybox:latest,security_engineer,enterprise,fintech,aws,enterprise,2,2,1,1,0.5,30
treatment,runtime_context_panel,WARNING,Outbound Connection to C2 Servers,falcosecurity/event-generator,security_engineer,enterprise,fintech,aws,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Write below etc,busybox:latest,security_engineer,enterprise,fintech,aws,enterprise,1,1,0,1,0,114
treatment,runtime_context_panel,WARNING,Delete or rename shell history,falcosecurity/event-generator,security_engineer,enterprise,fintech,aws,enterprise,1,1,0,1,0,47
treatment,runtime_context_panel,WARNING,Linux Kernel Module Injection Detected,busybox:latest,security_engineer,enterprise,fintech,aws,enterprise,1,1,0,1,0,95
treatment,runtime_context_panel,WARNING,Remove Bulk Data from Disk,busybox:latest,devops_engineer,medium,health,aws,free,2,2,1,1,0.5,91.5
treatment,runtime_context_panel,WARNING,Linux Kernel Module Injection Detected,busybox:latest,devops_engineer,medium,health,aws,free,2,1,1,0.5,0.5,61
treatment,runtime_context_panel,ERROR,Write below rpm database,busybox:latest,devops_engineer,medium,health,aws,free,2,2,1,1,0.5,95.5
treatment,runtime_context_panel,ERROR,Mkdir binary dirs,busybox:latest,devops_engineer,medium,health,aws,free,1,1,0,1,0,112
treatment,runtime_context_panel,ERROR,Read ssh information,falcosecurity/event-generator,devops_engineer,medium,health,aws,free,1,1,1,1,1,61
treatment,runtime_context_panel,WARNING,Read Shell Configuration File,busybox:latest,devops_engineer,medium,health,aws,free,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Outbound or Inbound Traffic not to Authorized Server Process and Port,busybox:latest,devops_engineer,medium,health,aws,free,2,2,0,1,0,54.5
treatment,runtime_context_panel,WARNING,Network Connection outside Local Subnet,busybox:latest,devops_engineer,medium,health,aws,free,1,1,0,1,0,22
treatment,runtime_context_panel,WARNING,Delete Bash History,busybox:latest,devops_engineer,medium,health,aws,free,3,2,1,0.66666666666666663,0.33333333333333331,88
treatment,runtime_context_panel,ERROR,Write below binary dir,busybox:latest,devops_engineer,medium,health,aws,free,2,2,1,1,0.5,90
treatment,runtime_context_panel,WARNING,Debugfs Launched in Privileged Container,busybox:latest,devops_engineer,medium,health,aws,free,1,1,1,1,1,20
treatment,runtime_context_panel,WARNING,Outbound Connection to C2 Servers,falcosecurity/event-generator,devops_engineer,medium,health,aws,free,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Write below etc,busybox:latest,devops_engineer,medium,health,aws,free,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,The docker client is executed in a container,busybox:latest,devops_engineer,medium,health,aws,free,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Clear Log Activities,busybox:latest,devops_engineer,medium,health,aws,free,1,1,1,1,1,15
treatment,runtime_context_panel,WARNING,Netcat Remote Code Execution in Container,busybox:latest,devops_engineer,medium,health,aws,free,1,1,1,1,1,105
treatment,runtime_context_panel,WARNING,Outbound Connection to C2 Servers,busybox:latest,devops_engineer,medium,health,aws,free,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Search Private Keys or Passwords,falcosecurity/event-generator,devops_engineer,medium,health,aws,free,1,1,1,1,1,88
treatment,runtime_context_panel,WARNING,Mount Launched in Privileged Container,busybox:latest,devops_engineer,medium,health,aws,free,1,1,0,1,0,56
treatment,runtime_context_panel,ERROR,Create files below dev,busybox:latest,devops_engineer,medium,health,aws,free,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Launch Disallowed Container,busybox:latest,devops_engineer,medium,health,aws,free,1,1,1,1,1,32
treatment,runtime_context_panel,WARNING,Redirect STDOUT/STDIN to Network Connection in Container,busybox:latest,devops_engineer,medium,health,aws,free,1,1,0,1,0,3
treatment,runtime_context_panel,WARNING,Network Connection outside Local Subnet,falcosecurity/event-generator,devops_engineer,medium,health,aws,free,1,1,1,1,1,36
treatment,runtime_context_panel,ERROR,Read ssh information,busybox:latest,devops_engineer,medium,health,aws,free,1,1,0,1,0,31
treatment,runtime_context_panel,ERROR,Container Drift Detected (chmod),busybox:latest,devops_engineer,medium,health,aws,free,1,1,0,1,0,69
treatment,runtime_context_panel,ERROR,Container Drift Detected (open+create),busybox:latest,platform_engineer,enterprise,fintech,azure,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,ERROR,Create files below dev,busybox:latest,platform_engineer,enterprise,fintech,azure,enterprise,2,2,1,1,0.5,95.5
treatment,runtime_context_panel,WARNING,Delete or rename shell history,falcosecurity/event-generator,platform_engineer,enterprise,fintech,azure,enterprise,1,1,1,1,1,73
treatment,runtime_context_panel,CRITICAL,Sudo Potential Privilege Escalation,falcosecurity/event-generator,platform_engineer,enterprise,fintech,azure,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Delete or rename shell history,busybox:latest,platform_engineer,enterprise,fintech,azure,enterprise,1,1,1,1,1,98
treatment,runtime_context_panel,WARNING,Remove Bulk Data from Disk,busybox:latest,platform_engineer,enterprise,fintech,azure,enterprise,2,2,1,1,0.5,72.5
treatment,runtime_context_panel,ERROR,Write below root,busybox:latest,platform_engineer,enterprise,fintech,azure,enterprise,2,2,1,1,0.5,31.5
treatment,runtime_context_panel,WARNING,The docker client is executed in a container,busybox:latest,platform_engineer,enterprise,fintech,azure,enterprise,1,1,0,1,0,79
treatment,runtime_context_panel,ERROR,Write below etc,falcosecurity/event-generator,platform_engineer,enterprise,fintech,azure,enterprise,1,1,0,1,0,59
treatment,runtime_context_panel,CRITICAL,Unprivileged Delegation of Page Faults Handling to a Userspace Process,busybox:latest,platform_engineer,enterprise,fintech,azure,enterprise,3,1,1,0.33333333333333331,0.33333333333333331,51
treatment,runtime_context_panel,WARNING,Clear Log Activities,busybox:latest,platform_engineer,enterprise,fintech,azure,enterprise,1,1,0,1,0,76
treatment,runtime_context_panel,ERROR,Write below rpm database,busybox:latest,platform_engineer,enterprise,fintech,azure,enterprise,3,3,2,1,0.66666666666666663,80.666666666666671
treatment,runtime_context_panel,ERROR,Write below monitored dir,falcosecurity/event-generator,platform_engineer,enterprise,fintech,azure,enterprise,3,3,2,1,0.66666666666666663,38
treatment,runtime_context_panel,CRITICAL,Sudo Potential Privilege Escalation,busybox:latest,platform_engineer,enterprise,fintech,azure,enterprise,1,0,0,0,0,
treatment,runtime_context_panel,WARNING,Remove Bulk Data from Disk,busybox:latest,devops_engineer,enterprise,fintech,azure,enterprise,3,3,1,1,0.33333333333333331,51
treatment,runtime_context_panel,WARNING,Outbound or Inbound Traffic not to Authorized Server Process and Port,busybox:latest,devops_engineer,enterprise,fintech,azure,enterprise,1,1,1,1,1,29
treatment,runtime_context_panel,ERROR,Read ssh information,falcosecurity/event-generator,devops_engineer,enterprise,fintech,azure,enterprise,1,1,1,1,1,99
treatment,runtime_context_panel,ERROR,Modify binary dirs,busybox:latest,devops_engineer,enterprise,fintech,azure,enterprise,1,1,0,1,0,107
treatment,runtime_context_panel,WARNING,Read Shell Configuration File,busybox:latest,devops_engineer,enterprise,fintech,azure,enterprise,1,1,1,1,1,39
treatment,runtime_context_panel,ERROR,Container Drift Detected (chmod),falcosecurity/event-generator,devops_engineer,enterprise,fintech,azure,enterprise,1,1,1,1,1,96
treatment,runtime_context_panel,CRITICAL,Sudo Potential Privilege Escalation,busybox:latest,devops_engineer,enterprise,fintech,azure,enterprise,1,1,0,1,0,99
